seq	citeUrn	ctsUrn	analysis	surfaceForm
136	urn:cite:fu:synTok_tlg0085_tlg003_fu.136	urn:cts:greekLit:tlg0085.tlg003.fu:21@του[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.136	του
137	urn:cite:fu:synTok_tlg0085_tlg003_fu.137	urn:cts:greekLit:tlg0085.tlg003.fu:21@μορφὴν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.137	μορφὴν
138	urn:cite:fu:synTok_tlg0085_tlg003_fu.138	urn:cts:greekLit:tlg0085.tlg003.fu:21@βροτῶν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.138	βροτῶν
139	urn:cite:fu:synTok_tlg0085_tlg003_fu.139	urn:cts:greekLit:tlg0085.tlg003.fu:22@ὄψει[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.139	ὄψει
140	urn:cite:fu:synTok_tlg0085_tlg003_fu.140	urn:cts:greekLit:tlg0085.tlg003.fu:22@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.140	,
141	urn:cite:fu:synTok_tlg0085_tlg003_fu.141	urn:cts:greekLit:tlg0085.tlg003.fu:22@σταθευτὸς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.141	σταθευτὸς
142	urn:cite:fu:synTok_tlg0085_tlg003_fu.142	urn:cts:greekLit:tlg0085.tlg003.fu:22@δ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.142	δ᾽
143	urn:cite:fu:synTok_tlg0085_tlg003_fu.143	urn:cts:greekLit:tlg0085.tlg003.fu:22@ἡλίου[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.143	ἡλίου
144	urn:cite:fu:synTok_tlg0085_tlg003_fu.144	urn:cts:greekLit:tlg0085.tlg003.fu:22@φοίβῃ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.144	φοίβῃ
145	urn:cite:fu:synTok_tlg0085_tlg003_fu.145	urn:cts:greekLit:tlg0085.tlg003.fu:22@φλογὶ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.145	φλογὶ
146	urn:cite:fu:synTok_tlg0085_tlg003_fu.146	urn:cts:greekLit:tlg0085.tlg003.fu:23@χροιᾶς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.146	χροιᾶς
147	urn:cite:fu:synTok_tlg0085_tlg003_fu.147	urn:cts:greekLit:tlg0085.tlg003.fu:23@ἀμείψεις[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.147	ἀμείψεις
148	urn:cite:fu:synTok_tlg0085_tlg003_fu.148	urn:cts:greekLit:tlg0085.tlg003.fu:23@ἄνθος[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.148	ἄνθος
149	urn:cite:fu:synTok_tlg0085_tlg003_fu.149	urn:cts:greekLit:tlg0085.tlg003.fu:23@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.149	.
150	urn:cite:fu:synTok_tlg0085_tlg003_fu.150	urn:cts:greekLit:tlg0085.tlg003.fu:23@ἀσμένῳ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.150	ἀσμένῳ
151	urn:cite:fu:synTok_tlg0085_tlg003_fu.151	urn:cts:greekLit:tlg0085.tlg003.fu:23@δέ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.151	δέ
152	urn:cite:fu:synTok_tlg0085_tlg003_fu.152	urn:cts:greekLit:tlg0085.tlg003.fu:23@σοι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.152	σοι
153	urn:cite:fu:synTok_tlg0085_tlg003_fu.153	urn:cts:greekLit:tlg0085.tlg003.fu:24@ἡ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.153	ἡ
154	urn:cite:fu:synTok_tlg0085_tlg003_fu.154	urn:cts:greekLit:tlg0085.tlg003.fu:24@ποικιλείμων[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.154	ποικιλείμων
155	urn:cite:fu:synTok_tlg0085_tlg003_fu.155	urn:cts:greekLit:tlg0085.tlg003.fu:24@νὺξ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.155	νὺξ
156	urn:cite:fu:synTok_tlg0085_tlg003_fu.156	urn:cts:greekLit:tlg0085.tlg003.fu:24@ἀποκρύψει[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.156	ἀποκρύψει
157	urn:cite:fu:synTok_tlg0085_tlg003_fu.157	urn:cts:greekLit:tlg0085.tlg003.fu:24@φάος[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.157	φάος
158	urn:cite:fu:synTok_tlg0085_tlg003_fu.158	urn:cts:greekLit:tlg0085.tlg003.fu:24@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.158	,
159	urn:cite:fu:synTok_tlg0085_tlg003_fu.159	urn:cts:greekLit:tlg0085.tlg003.fu:25@πάχνην[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.159	πάχνην
160	urn:cite:fu:synTok_tlg0085_tlg003_fu.160	urn:cts:greekLit:tlg0085.tlg003.fu:25@θ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.160	θ᾽
161	urn:cite:fu:synTok_tlg0085_tlg003_fu.161	urn:cts:greekLit:tlg0085.tlg003.fu:25@ἑῴαν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.161	ἑῴαν
162	urn:cite:fu:synTok_tlg0085_tlg003_fu.162	urn:cts:greekLit:tlg0085.tlg003.fu:25@ἥλιος[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.162	ἥλιος
163	urn:cite:fu:synTok_tlg0085_tlg003_fu.163	urn:cts:greekLit:tlg0085.tlg003.fu:25@σκεδᾷ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.163	σκεδᾷ
164	urn:cite:fu:synTok_tlg0085_tlg003_fu.164	urn:cts:greekLit:tlg0085.tlg003.fu:25@πάλιν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.164	πάλιν
165	urn:cite:fu:synTok_tlg0085_tlg003_fu.165	urn:cts:greekLit:tlg0085.tlg003.fu:25@·[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.165	·
166	urn:cite:fu:synTok_tlg0085_tlg003_fu.166	urn:cts:greekLit:tlg0085.tlg003.fu:26@ἀεὶ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.166	ἀεὶ
167	urn:cite:fu:synTok_tlg0085_tlg003_fu.167	urn:cts:greekLit:tlg0085.tlg003.fu:26@δὲ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.167	δὲ
168	urn:cite:fu:synTok_tlg0085_tlg003_fu.168	urn:cts:greekLit:tlg0085.tlg003.fu:26@τοῦ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.168	τοῦ
169	urn:cite:fu:synTok_tlg0085_tlg003_fu.169	urn:cts:greekLit:tlg0085.tlg003.fu:26@παρόντος[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.169	παρόντος
170	urn:cite:fu:synTok_tlg0085_tlg003_fu.170	urn:cts:greekLit:tlg0085.tlg003.fu:26@ἀχθηδὼν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.170	ἀχθηδὼν
171	urn:cite:fu:synTok_tlg0085_tlg003_fu.171	urn:cts:greekLit:tlg0085.tlg003.fu:26@κακοῦ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.171	κακοῦ
172	urn:cite:fu:synTok_tlg0085_tlg003_fu.172	urn:cts:greekLit:tlg0085.tlg003.fu:27@τρύσει[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.172	τρύσει
173	urn:cite:fu:synTok_tlg0085_tlg003_fu.173	urn:cts:greekLit:tlg0085.tlg003.fu:27@σ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.173	σ᾽
174	urn:cite:fu:synTok_tlg0085_tlg003_fu.174	urn:cts:greekLit:tlg0085.tlg003.fu:27@·[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.174	·
175	urn:cite:fu:synTok_tlg0085_tlg003_fu.175	urn:cts:greekLit:tlg0085.tlg003.fu:27@ὁ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.175	ὁ
176	urn:cite:fu:synTok_tlg0085_tlg003_fu.176	urn:cts:greekLit:tlg0085.tlg003.fu:27@λωφήσων[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.176	λωφήσων
177	urn:cite:fu:synTok_tlg0085_tlg003_fu.177	urn:cts:greekLit:tlg0085.tlg003.fu:27@γὰρ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.177	γὰρ
178	urn:cite:fu:synTok_tlg0085_tlg003_fu.178	urn:cts:greekLit:tlg0085.tlg003.fu:27@οὐ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.178	οὐ
179	urn:cite:fu:synTok_tlg0085_tlg003_fu.179	urn:cts:greekLit:tlg0085.tlg003.fu:27@πέφυκέ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.179	πέφυκέ
180	urn:cite:fu:synTok_tlg0085_tlg003_fu.180	urn:cts:greekLit:tlg0085.tlg003.fu:27@πω[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.180	πω
181	urn:cite:fu:synTok_tlg0085_tlg003_fu.181	urn:cts:greekLit:tlg0085.tlg003.fu:27@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.181	.
182	urn:cite:fu:synTok_tlg0085_tlg003_fu.182	urn:cts:greekLit:tlg0085.tlg003.fu:28@τοιαῦτ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.182	τοιαῦτ᾽
183	urn:cite:fu:synTok_tlg0085_tlg003_fu.183	urn:cts:greekLit:tlg0085.tlg003.fu:28@ἐπηύρω[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.183	ἐπηύρω
184	urn:cite:fu:synTok_tlg0085_tlg003_fu.184	urn:cts:greekLit:tlg0085.tlg003.fu:28@τοῦ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.184	τοῦ
185	urn:cite:fu:synTok_tlg0085_tlg003_fu.185	urn:cts:greekLit:tlg0085.tlg003.fu:28@φιλανθρώπου[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.185	φιλανθρώπου
186	urn:cite:fu:synTok_tlg0085_tlg003_fu.186	urn:cts:greekLit:tlg0085.tlg003.fu:28@τρόπου[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.186	τρόπου
187	urn:cite:fu:synTok_tlg0085_tlg003_fu.187	urn:cts:greekLit:tlg0085.tlg003.fu:28@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.187	.
188	urn:cite:fu:synTok_tlg0085_tlg003_fu.188	urn:cts:greekLit:tlg0085.tlg003.fu:29@θεὸς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.188	θεὸς
189	urn:cite:fu:synTok_tlg0085_tlg003_fu.189	urn:cts:greekLit:tlg0085.tlg003.fu:29@θεῶν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.189	θεῶν
190	urn:cite:fu:synTok_tlg0085_tlg003_fu.190	urn:cts:greekLit:tlg0085.tlg003.fu:29@γὰρ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.190	γὰρ
191	urn:cite:fu:synTok_tlg0085_tlg003_fu.191	urn:cts:greekLit:tlg0085.tlg003.fu:29@οὐχ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.191	οὐχ
192	urn:cite:fu:synTok_tlg0085_tlg003_fu.192	urn:cts:greekLit:tlg0085.tlg003.fu:29@ὑποπτήσσων[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.192	ὑποπτήσσων
193	urn:cite:fu:synTok_tlg0085_tlg003_fu.193	urn:cts:greekLit:tlg0085.tlg003.fu:29@χόλον[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.193	χόλον
194	urn:cite:fu:synTok_tlg0085_tlg003_fu.194	urn:cts:greekLit:tlg0085.tlg003.fu:30@βροτοῖσι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.194	βροτοῖσι
195	urn:cite:fu:synTok_tlg0085_tlg003_fu.195	urn:cts:greekLit:tlg0085.tlg003.fu:30@τιμὰς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.195	τιμὰς
196	urn:cite:fu:synTok_tlg0085_tlg003_fu.196	urn:cts:greekLit:tlg0085.tlg003.fu:30@ὤπασας[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.196	ὤπασας
197	urn:cite:fu:synTok_tlg0085_tlg003_fu.197	urn:cts:greekLit:tlg0085.tlg003.fu:30@πέρα[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.197	πέρα
198	urn:cite:fu:synTok_tlg0085_tlg003_fu.198	urn:cts:greekLit:tlg0085.tlg003.fu:30@δίκης[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.198	δίκης
199	urn:cite:fu:synTok_tlg0085_tlg003_fu.199	urn:cts:greekLit:tlg0085.tlg003.fu:30@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.199	.
200	urn:cite:fu:synTok_tlg0085_tlg003_fu.200	urn:cts:greekLit:tlg0085.tlg003.fu:31@ἀνθ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.200	ἀνθ᾽
201	urn:cite:fu:synTok_tlg0085_tlg003_fu.201	urn:cts:greekLit:tlg0085.tlg003.fu:31@ὧν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.201	ὧν
202	urn:cite:fu:synTok_tlg0085_tlg003_fu.202	urn:cts:greekLit:tlg0085.tlg003.fu:31@ἀτερπῆ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.202	ἀτερπῆ
203	urn:cite:fu:synTok_tlg0085_tlg003_fu.203	urn:cts:greekLit:tlg0085.tlg003.fu:31@τήνδε[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.203	τήνδε
204	urn:cite:fu:synTok_tlg0085_tlg003_fu.204	urn:cts:greekLit:tlg0085.tlg003.fu:31@φρουρήσεις[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.204	φρουρήσεις
205	urn:cite:fu:synTok_tlg0085_tlg003_fu.205	urn:cts:greekLit:tlg0085.tlg003.fu:31@πέτραν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.205	πέτραν
206	urn:cite:fu:synTok_tlg0085_tlg003_fu.206	urn:cts:greekLit:tlg0085.tlg003.fu:32@ὀρθοστάδην[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.206	ὀρθοστάδην
207	urn:cite:fu:synTok_tlg0085_tlg003_fu.207	urn:cts:greekLit:tlg0085.tlg003.fu:32@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.207	,
208	urn:cite:fu:synTok_tlg0085_tlg003_fu.208	urn:cts:greekLit:tlg0085.tlg003.fu:32@ἄυπνος[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.208	ἄυπνος
209	urn:cite:fu:synTok_tlg0085_tlg003_fu.209	urn:cts:greekLit:tlg0085.tlg003.fu:32@,[2]	urn:cite:fu:synTok_tlg0085_tlg003_fu.209	,
210	urn:cite:fu:synTok_tlg0085_tlg003_fu.210	urn:cts:greekLit:tlg0085.tlg003.fu:32@οὐ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.210	οὐ
211	urn:cite:fu:synTok_tlg0085_tlg003_fu.211	urn:cts:greekLit:tlg0085.tlg003.fu:32@κάμπτων[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.211	κάμπτων
212	urn:cite:fu:synTok_tlg0085_tlg003_fu.212	urn:cts:greekLit:tlg0085.tlg003.fu:32@γόνυ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.212	γόνυ
213	urn:cite:fu:synTok_tlg0085_tlg003_fu.213	urn:cts:greekLit:tlg0085.tlg003.fu:32@·[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.213	·
214	urn:cite:fu:synTok_tlg0085_tlg003_fu.214	urn:cts:greekLit:tlg0085.tlg003.fu:33@πολλοὺς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.214	πολλοὺς
215	urn:cite:fu:synTok_tlg0085_tlg003_fu.215	urn:cts:greekLit:tlg0085.tlg003.fu:33@δ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.215	δ᾽
216	urn:cite:fu:synTok_tlg0085_tlg003_fu.216	urn:cts:greekLit:tlg0085.tlg003.fu:33@ὀδυρμοὺς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.216	ὀδυρμοὺς
217	urn:cite:fu:synTok_tlg0085_tlg003_fu.217	urn:cts:greekLit:tlg0085.tlg003.fu:33@καὶ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.217	καὶ
218	urn:cite:fu:synTok_tlg0085_tlg003_fu.218	urn:cts:greekLit:tlg0085.tlg003.fu:33@γόους[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.218	γόους
219	urn:cite:fu:synTok_tlg0085_tlg003_fu.219	urn:cts:greekLit:tlg0085.tlg003.fu:33@ἀνωφελεῖς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.219	ἀνωφελεῖς
220	urn:cite:fu:synTok_tlg0085_tlg003_fu.220	urn:cts:greekLit:tlg0085.tlg003.fu:34@φθέγξῃ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.220	φθέγξῃ
221	urn:cite:fu:synTok_tlg0085_tlg003_fu.221	urn:cts:greekLit:tlg0085.tlg003.fu:34@·[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.221	·
222	urn:cite:fu:synTok_tlg0085_tlg003_fu.222	urn:cts:greekLit:tlg0085.tlg003.fu:34@Διὸς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.222	Διὸς
223	urn:cite:fu:synTok_tlg0085_tlg003_fu.223	urn:cts:greekLit:tlg0085.tlg003.fu:34@γὰρ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.223	γὰρ
224	urn:cite:fu:synTok_tlg0085_tlg003_fu.224	urn:cts:greekLit:tlg0085.tlg003.fu:34@δυσπαραίτητοι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.224	δυσπαραίτητοι
225	urn:cite:fu:synTok_tlg0085_tlg003_fu.225	urn:cts:greekLit:tlg0085.tlg003.fu:34@φρένες[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.225	φρένες
226	urn:cite:fu:synTok_tlg0085_tlg003_fu.226	urn:cts:greekLit:tlg0085.tlg003.fu:34@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.226	.
227	urn:cite:fu:synTok_tlg0085_tlg003_fu.227	urn:cts:greekLit:tlg0085.tlg003.fu:35@ἅπας[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.227	ἅπας
228	urn:cite:fu:synTok_tlg0085_tlg003_fu.228	urn:cts:greekLit:tlg0085.tlg003.fu:35@δὲ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.228	δὲ
229	urn:cite:fu:synTok_tlg0085_tlg003_fu.229	urn:cts:greekLit:tlg0085.tlg003.fu:35@τραχὺς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.229	τραχὺς
230	urn:cite:fu:synTok_tlg0085_tlg003_fu.230	urn:cts:greekLit:tlg0085.tlg003.fu:35@ὅστις[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.230	ὅστις
231	urn:cite:fu:synTok_tlg0085_tlg003_fu.231	urn:cts:greekLit:tlg0085.tlg003.fu:35@ἂν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.231	ἂν
232	urn:cite:fu:synTok_tlg0085_tlg003_fu.232	urn:cts:greekLit:tlg0085.tlg003.fu:35@νέον[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.232	νέον
233	urn:cite:fu:synTok_tlg0085_tlg003_fu.233	urn:cts:greekLit:tlg0085.tlg003.fu:35@κρατῇ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.233	κρατῇ
234	urn:cite:fu:synTok_tlg0085_tlg003_fu.234	urn:cts:greekLit:tlg0085.tlg003.fu:35@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.234	.
235	urn:cite:fu:synTok_tlg0085_tlg003_fu.235	urn:cts:greekLit:tlg0085.tlg003.fu:36@εἶεν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.235	εἶεν
236	urn:cite:fu:synTok_tlg0085_tlg003_fu.236	urn:cts:greekLit:tlg0085.tlg003.fu:36@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.236	,
237	urn:cite:fu:synTok_tlg0085_tlg003_fu.237	urn:cts:greekLit:tlg0085.tlg003.fu:36@τί[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.237	τί
238	urn:cite:fu:synTok_tlg0085_tlg003_fu.238	urn:cts:greekLit:tlg0085.tlg003.fu:36@μέλλεις[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.238	μέλλεις
239	urn:cite:fu:synTok_tlg0085_tlg003_fu.239	urn:cts:greekLit:tlg0085.tlg003.fu:36@καὶ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.239	καὶ
240	urn:cite:fu:synTok_tlg0085_tlg003_fu.240	urn:cts:greekLit:tlg0085.tlg003.fu:36@κατοικτίζῃ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.240	κατοικτίζῃ
241	urn:cite:fu:synTok_tlg0085_tlg003_fu.241	urn:cts:greekLit:tlg0085.tlg003.fu:36@μάτην[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.241	μάτην
242	urn:cite:fu:synTok_tlg0085_tlg003_fu.242	urn:cts:greekLit:tlg0085.tlg003.fu:36@;[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.242	;
243	urn:cite:fu:synTok_tlg0085_tlg003_fu.243	urn:cts:greekLit:tlg0085.tlg003.fu:37@τί[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.243	τί
244	urn:cite:fu:synTok_tlg0085_tlg003_fu.244	urn:cts:greekLit:tlg0085.tlg003.fu:37@τὸν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.244	τὸν
245	urn:cite:fu:synTok_tlg0085_tlg003_fu.245	urn:cts:greekLit:tlg0085.tlg003.fu:37@θεοῖς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.245	θεοῖς
246	urn:cite:fu:synTok_tlg0085_tlg003_fu.246	urn:cts:greekLit:tlg0085.tlg003.fu:37@ἔχθιστον[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.246	ἔχθιστον
247	urn:cite:fu:synTok_tlg0085_tlg003_fu.247	urn:cts:greekLit:tlg0085.tlg003.fu:37@οὐ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.247	οὐ
248	urn:cite:fu:synTok_tlg0085_tlg003_fu.248	urn:cts:greekLit:tlg0085.tlg003.fu:37@στυγεῖς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.248	στυγεῖς
249	urn:cite:fu:synTok_tlg0085_tlg003_fu.249	urn:cts:greekLit:tlg0085.tlg003.fu:37@θεόν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.249	θεόν
250	urn:cite:fu:synTok_tlg0085_tlg003_fu.250	urn:cts:greekLit:tlg0085.tlg003.fu:37@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.250	,
251	urn:cite:fu:synTok_tlg0085_tlg003_fu.251	urn:cts:greekLit:tlg0085.tlg003.fu:38@ὅστις[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.251	ὅστις
252	urn:cite:fu:synTok_tlg0085_tlg003_fu.252	urn:cts:greekLit:tlg0085.tlg003.fu:38@τὸ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.252	τὸ
253	urn:cite:fu:synTok_tlg0085_tlg003_fu.253	urn:cts:greekLit:tlg0085.tlg003.fu:38@σὸν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.253	σὸν
254	urn:cite:fu:synTok_tlg0085_tlg003_fu.254	urn:cts:greekLit:tlg0085.tlg003.fu:38@θνητοῖσι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.254	θνητοῖσι
255	urn:cite:fu:synTok_tlg0085_tlg003_fu.255	urn:cts:greekLit:tlg0085.tlg003.fu:38@προὔδωκεν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.255	προὔδωκεν
256	urn:cite:fu:synTok_tlg0085_tlg003_fu.256	urn:cts:greekLit:tlg0085.tlg003.fu:38@γέρας[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.256	γέρας
257	urn:cite:fu:synTok_tlg0085_tlg003_fu.257	urn:cts:greekLit:tlg0085.tlg003.fu:38@;[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.257	;
258	urn:cite:fu:synTok_tlg0085_tlg003_fu.258	urn:cts:greekLit:tlg0085.tlg003.fu:39@τὸ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.258	τὸ
259	urn:cite:fu:synTok_tlg0085_tlg003_fu.259	urn:cts:greekLit:tlg0085.tlg003.fu:39@συγγενές[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.259	συγγενές
260	urn:cite:fu:synTok_tlg0085_tlg003_fu.260	urn:cts:greekLit:tlg0085.tlg003.fu:39@τοι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.260	τοι
261	urn:cite:fu:synTok_tlg0085_tlg003_fu.261	urn:cts:greekLit:tlg0085.tlg003.fu:39@δεινὸν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.261	δεινὸν
262	urn:cite:fu:synTok_tlg0085_tlg003_fu.262	urn:cts:greekLit:tlg0085.tlg003.fu:39@ἥ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.262	ἥ
263	urn:cite:fu:synTok_tlg0085_tlg003_fu.263	urn:cts:greekLit:tlg0085.tlg003.fu:39@θ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.263	θ᾽
264	urn:cite:fu:synTok_tlg0085_tlg003_fu.264	urn:cts:greekLit:tlg0085.tlg003.fu:39@ὁμιλία[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.264	ὁμιλία
265	urn:cite:fu:synTok_tlg0085_tlg003_fu.265	urn:cts:greekLit:tlg0085.tlg003.fu:39@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.265	.
266	urn:cite:fu:synTok_tlg0085_tlg003_fu.266	urn:cts:greekLit:tlg0085.tlg003.fu:40@σύμφημ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.266	σύμφημ᾽
267	urn:cite:fu:synTok_tlg0085_tlg003_fu.267	urn:cts:greekLit:tlg0085.tlg003.fu:40@·[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.267	·
268	urn:cite:fu:synTok_tlg0085_tlg003_fu.268	urn:cts:greekLit:tlg0085.tlg003.fu:40@ἀνηκουστεῖν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.268	ἀνηκουστεῖν
269	urn:cite:fu:synTok_tlg0085_tlg003_fu.269	urn:cts:greekLit:tlg0085.tlg003.fu:40@δὲ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.269	δὲ
270	urn:cite:fu:synTok_tlg0085_tlg003_fu.270	urn:cts:greekLit:tlg0085.tlg003.fu:40@τῶν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.270	τῶν
271	urn:cite:fu:synTok_tlg0085_tlg003_fu.271	urn:cts:greekLit:tlg0085.tlg003.fu:40@πατρὸς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.271	πατρὸς
